&	1	glg-30-06841873-n	n	99.0	cies_lex	------
0	1	glg-30-02186132-a	a	99.0	cies_lex	------
0	1	glg-30-05401229-n	n	99.0	bootstrap	------
1	1	glg-30-02186338-a	a	99.0	semcor_br-e25B	------
1	1	glg-30-13742573-n	n	99.0	cies_lex	------
1-dodecanol	1	glg-30-14930670-n	n	99.0	bootstrap	------
1-naftol	1	glg-30-14609689-n	n	99.0	bootstrap	------
10	1	glg-30-02187296-a	a	99.0	semcor_br-e23	------
10	1	glg-30-13746512-n	n	99.0	cies_lex	------
100	1	glg-30-13750415-n	n	99.0	singalnet_rev	------
100	1	glg-30-02196107-a	a	99.0	semcor_br-e27	------
1000	1	glg-30-02198752-a	a	99.0	cies_lex	------
10000	1	glg-30-13751265-n	n	99.0	cies_lex	------
100000	1	glg-30-13751404-n	n	99.0	cies_lex	------
1000000000	1	glg-30-13751829-n	n	99.0	cies_lex	------
1000000000000	1	glg-30-13752172-n	n	99.0	galnedit	------
11	1	glg-30-02187379-a	a	99.0	cies_lex	------
11	2	glg-30-13746672-n	n	99.0	cies_lex	------
11_de_novembro	1	glg-30-15200896-n	n	99.0	wnt6dic_02	------
12	1	glg-30-02187465-a	a	99.0	semcor_br-e27	------
120	1	glg-30-13750574-n	n	99.0	dbpedia_multi	------
12_de_febreiro	1	glg-30-15187077-n	n	99.0	wnt6dic_02	------
12_de_outubro	1	glg-30-15190895-n	n	99.0	wnt6dic_02	------
13	1	glg-30-02187606-a	a	99.0	cies_lex	------
14	1	glg-30-02187699-a	a	99.0	cies_lex	------
14	1	glg-30-13747348-n	n	99.0	semcor_br-e26	------
14_de_abril	1	glg-30-15188688-n	n	99.0	wnt6dic_02	------
14_de_febreiro	1	glg-30-15187250-n	n	99.0	capitals	------
14_de_xullo	1	glg-30-15200493-n	n	99.0	dbpedia_ili	------
14_de_xuño	1	glg-30-15189838-n	n	99.0	wnt6dic_02	------
15	1	glg-30-13747469-n	n	99.0	semcor_br-e23	------
15	1	glg-30-02187793-a	a	99.0	semcor_br-e25B	------
15_de_agosto	1	glg-30-15193908-n	n	99.0	wnt7-1-noeva-c_02	------
16	1	glg-30-02187903-a	a	99.0	semcor_br-e25B	------
17	1	glg-30-02187995-a	a	99.0	semcor_br-f16	------
17	2	glg-30-13747725-n	n	99.0	semcor_br-f16	------
1728	1	glg-30-13751158-n	n	99.0	dbpedia_multi	------
17_de_setembro	1	glg-30-15190652-n	n	99.0	wnt7-1-noeva-c	------
18	1	glg-30-02188108-a	a	99.0	semcor_br-e23	------
19	1	glg-30-13747989-n	n	99.0	semcor_br-g43	------
19	1	glg-30-02188205-a	a	99.0	cies_lex	------
19_de_marzo	1	glg-30-15194739-n	n	99.0	capitals	------
19_de_xaneiro	1	glg-30-15182569-n	n	99.0	wnt6dic_02	------
1_de_agosto	1	glg-30-15190228-n	n	99.0	wnt6dic_02	------
1_de_maio	1	glg-30-15189033-n	n	99.0	wnt7-1-noeva-c	------
1_de_novembro	1	glg-30-15195059-n	n	99.0	wnt6dic_02	------
1_de_xaneiro	1	glg-30-15193271-n	n	99.0	wnt7-1-noeva-c	------
1_de_xaneiro	2	glg-30-15192890-n	n	99.0	dbpedia_ili	------
1_de_xullo	1	glg-30-15200314-n	n	99.0	wnt7-1-noeva-c_03	------
2	1	glg-30-13743269-n	n	99.0	cies_lex	------
2	1	glg-30-02186470-a	a	99.0	semcor_br-e23	------
2-naftol	1	glg-30-14730421-n	n	99.0	bootstrap	------
20	1	glg-30-02188317-a	a	99.0	semcor_br-e23	------
20	1	glg-30-13748128-n	n	99.0	cies_lex	------
20_de_xaneiro	1	glg-30-15159265-n	n	99.0	dbpedia_ili	------
21	1	glg-30-13748246-n	n	99.0	cies_lex	------
21	1	glg-30-02188431-a	a	99.0	semcor_br-e25B	------
22	1	glg-30-02188525-a	a	99.0	cies_lex	------
22	2	glg-30-13748367-n	n	99.0	cies_lex	------
22_de_febreiro	1	glg-30-15187451-n	n	99.0	wnt7-1-noeva-c_02	------
23	2	glg-30-13748493-n	n	99.0	cies_lex	------
23	1	glg-30-02188620-a	a	99.0	cies_lex	------
24	1	glg-30-02188720-a	a	99.0	cies_lex	------
24	2	glg-30-13748622-n	n	99.0	cies_lex	------
24_de_maio	1	glg-30-15200164-n	n	99.0	wnt6dic_02	------
24_de_outubro	1	glg-30-15191080-n	n	99.0	wnt7-1-noeva-c	------
24_de_xuño	1	glg-30-15222202-n	n	99.0	wnt6dic_02	------
25	1	glg-30-02188817-a	a	99.0	semcor_br-e25B	------
25	1	glg-30-13748763-n	n	99.0	cies_lex	------
25_de_decembro	1	glg-30-15196186-n	n	99.0	dbpedia_ili	------
25_de_marzo	1	glg-30-15186147-n	n	99.0	wnt6dic_02	------
26	2	glg-30-13748890-n	n	99.0	cies_lex	------
26	1	glg-30-02188913-a	a	99.0	cies_lex	------
27	1	glg-30-02189008-a	a	99.0	cies_lex	------
27	2	glg-30-13749017-n	n	99.0	cies_lex	------
28	1	glg-30-02189108-a	a	99.0	cies_lex	------
28	2	glg-30-13749146-n	n	99.0	cies_lex	------
29	1	glg-30-02189209-a	a	99.0	cies_lex	------
29	2	glg-30-13749278-n	n	99.0	cies_lex	------
29_de_febreiro	1	glg-30-15159426-n	n	99.0	wnt7-1-noeva-c_02	------
29_de_setembro	1	glg-30-15186412-n	n	99.0	wnt6dic_02	------
29_de_xuño	1	glg-30-15193776-n	n	99.0	wnt6dic_02	------
2_Samuel	1	glg-30-06434826-n	n	99.0	wnt7-0-noeva	------
2_de_febreiro	1	glg-30-15186681-n	n	99.0	dbpedia_ili	------
2_de_marzo	1	glg-30-15187800-n	n	99.0	wnt6dic_02	------
2_de_novembro	1	glg-30-15195477-n	n	99.0	wnt7-1-noeva-c	------
3	1	glg-30-13744044-n	n	99.0	xomwn_wikt	------
3	1	glg-30-02186580-a	a	99.0	semcor_br-e25B	------
3-hidroxi-3-metilglutaril-coenzima_A_redutase	1	glg-30-14612444-n	n	99.0	bootstrap	------
30	1	glg-30-02189306-a	a	99.0	semcor_br-e25B	------
31_de_decembro	1	glg-30-15182053-n	n	99.0	dbpedia_ili	------
36	1	glg-30-02189883-a	a	99.0	semcor_br-j29	------
3D	1	glg-30-06618937-n	n	99.0	cies_cap	------
3_de_xuño	1	glg-30-15189684-n	n	99.0	wnt6dic_02	------
4	1	glg-30-02186665-a	a	99.0	semcor_br-e25B	------
4	1	glg-30-13744304-n	n	99.0	cies_lex	------
40	1	glg-30-02190278-a	a	99.0	cies_lex	------
4_Vesta	1	glg-30-09471224-n	n	99.0	wnt7-0-noeva-c_02	------
5	1	glg-30-02186750-a	a	99.0	semcor_br-e25B	------
5	1	glg-30-13744521-n	n	99.0	semcor_br-a01	------
5-hidroxitriptamina	1	glg-30-14808273-n	n	99.0	bootstrap	------
50	2	glg-30-13749644-n	n	99.0	cies_lex	------
50	1	glg-30-02191232-a	a	99.0	cies_lex	------
500	1	glg-30-02198631-a	a	99.0	cies_lex	------
500	2	glg-30-13750712-n	n	99.0	cies_lex	------
5_de_novembro	1	glg-30-15158816-n	n	99.0	wnt6dic_02	------
6	1	glg-30-13744722-n	n	99.0	cies_lex	------
6	1	glg-30-02186833-a	a	99.0	semcor_br-e23	------
60	1	glg-30-02192184-a	a	99.0	cies_lex	------
62	1	glg-30-02192376-a	a	99.0	semcor_br-h17	------
63	1	glg-30-02192469-a	a	99.0	semcor_br-h17	------
64	1	glg-30-02192567-a	a	99.0	semcor_br-h17	------
66	1	glg-30-02192756-a	a	99.0	semcor_br-h17	------
69	1	glg-30-02193046-a	a	99.0	semcor_br-j29	------
69	1	glg-30-00855407-n	n	99.0	wnt7-1-noeva-c_02	------
6_de_agosto	1	glg-30-15299367-n	n	99.0	wnt6dic_02	------
6_de_xaneiro	1	glg-30-15194506-n	n	99.0	wnt7-1-noeva	------
7	1	glg-30-02186970-a	a	99.0	semcor_br-e25C	------
7	1	glg-30-13744916-n	n	99.0	cies_lex	------
70	1	glg-30-02193141-a	a	99.0	cies_lex	------
72	1	glg-30-02193346-a	a	99.0	semcor_br-j29	------
75	1	glg-30-02193647-a	a	99.0	semcor_br-h17	------
78	1	glg-30-13750033-n	n	99.0	dbpedia_multi	------
8	1	glg-30-02187073-a	a	99.0	semcor_br-e23	------
8	1	glg-30-13745086-n	n	99.0	cies_lex	------
87	1	glg-30-02194844-a	a	99.0	semcor_br-j29	------
8_de_decembro	1	glg-30-15195259-n	n	99.0	wnt6dic_02	------
9	1	glg-30-02187161-a	a	99.0	cies_lex	------
9	2	glg-30-13745270-n	n	99.0	cies_lex	------
90	1	glg-30-02195145-a	a	99.0	semcor_br-e25B	------
A	5	glg-30-13637376-n	n	99.0	singalnet_rev	------
A	4	glg-30-15089803-n	n	99.0	bootstrap	------
A	3	glg-30-14706889-n	n	99.0	bootstrap	------
A	2	glg-30-14829565-n	n	99.0	bootstrap	------
A	1	glg-30-05400860-n	n	99.0	bootstrap	------
A._A._Milne	1	glg-30-11180812-n	n	99.0	capitals	------
AAL	1	glg-30-14609443-n	n	99.0	bootstrap	------
AB	1	glg-30-05401096-n	n	99.0	bootstrap	------
ABS	1	glg-30-14592028-n	n	99.0	bootstrap	------
ACTH	1	glg-30-05408113-n	n	99.0	bootstrap	------
AD	1	glg-30-14591901-n	n	99.0	bootstrap	------
ADA	1	glg-30-14707361-n	n	99.0	bootstrap	------
ADA-SCID	1	glg-30-14129223-n	n	99.0	medicalnet	------
ADN	1	glg-30-14830364-n	n	99.0	bootstrap	------
ADN_recombinante	1	glg-30-14831479-n	n	99.0	bootstrap	------
ADP	1	glg-30-14707903-n	n	99.0	bootstrap	------
AFP	1	glg-30-15033846-n	n	99.0	bootstrap	------
AIA	1	glg-30-14918529-n	n	99.0	bootstrap	------
AIDS	1	glg-30-14127782-n	n	99.0	medicalnet	3_especializado
AIM-9_Sidewinder	1	glg-30-04215910-n	n	99.0	dbpedia_ili	------
AINE	1	glg-30-03828465-n	n	99.0	bootstrap	------
AIT	1	glg-30-14166589-n	n	99.0	medicalnet	3_especializado
ALL	1	glg-30-14243393-n	n	99.0	medicalnet	3_especializado
AM	1	glg-30-06281594-n	n	99.0	cies_cap	------
AMD	1	glg-30-14256889-n	n	99.0	medicalnet	3_especializado
AML	1	glg-30-14243649-n	n	99.0	medicalnet	3_especializado
AMP	1	glg-30-14707710-n	n	99.0	bootstrap	------
ANLL	1	glg-30-14243649-n	n	99.0	medicalnet	3_especializado
ANP	1	glg-30-08320923-n	n	99.0	dbpedia_ili	------
ARN	1	glg-30-14832193-n	n	99.0	bootstrap	------
ARN_mensaxeiro	1	glg-30-14832770-n	n	99.0	bootstrap	------
ARN_nuclear	1	glg-30-14833027-n	n	99.0	bootstrap	------
ASCII	1	glg-30-06356755-n	n	99.0	cies_cap	------
ATP	1	glg-30-14708042-n	n	99.0	bootstrap	------
A_Española	1	glg-30-08751317-n	n	99.0	xomwn_cldr	------
A_Habana	1	glg-30-08750612-n	n	99.0	galipedia	------
A_Haia	1	glg-30-08950407-n	n	99.0	dbpedia_ili	------
A_Ilíada	1	glg-30-06382072-n	n	99.0	dbpedia_ili	------
A_Internacional	1	glg-30-07036768-n	n	99.0	dbpedia_ili	------
A_Odisea	1	glg-30-06382193-n	n	99.0	dbpedia_ili	------
A_Valeta	1	glg-30-08966647-n	n	99.0	wnt7-0-noeva-c_02	------
Aalborg	1	glg-30-08762243-n	n	99.0	galipedia	------
Aarhus	1	glg-30-08762104-n	n	99.0	galipedia	------
Aaron_Burr	1	glg-30-10874162-n	n	99.0	capitals	------
Aaron_Copland	1	glg-30-10909929-n	n	99.0	capitals	------
Ab	1	glg-30-15216563-n	n	99.0	galipedia	------
Abadía_de_Westminster	1	glg-30-08876435-n	n	99.0	capitals	------
Abbott_Lawrence_Lowell	1	glg-30-11142368-n	n	99.0	capitals	------
Abel_Tasman	1	glg-30-11332068-n	n	99.0	capitals	------
Abelmosco	1	glg-30-12171750-n	n	99.0	galipedia	------
Aberdare	1	glg-30-08895148-n	n	99.0	galipedia	------
Aberdeen	1	glg-30-08892186-n	n	99.0	galipedia	------
Aberdeen_Angus	1	glg-30-02405929-n	n	99.0	capitals	------
Abidjan	1	glg-30-08736779-n	n	99.0	galipedia	------
Abidos	1	glg-30-09040299-n	n	99.0	wnt6dic_02	------
Abies	1	glg-30-11620560-n	n	99.0	wnt6dic-0_02	------
Abkhazia	1	glg-30-09019355-n	n	99.0	galipedia	------
Abkhazia	2	glg-30-09019592-n	n	99.0	dbpedia_ili	------
Abr	1	glg-30-15211189-n	n	99.0	xomwn_cldr	------
Abraham	1	glg-30-10807487-n	n	99.0	galipedia	------
Abraham_Lincoln	1	glg-30-11132462-n	n	99.0	capitals	------
Abu_Dhabi	1	glg-30-09044536-n	n	99.0	capitals	------
Abu_Sayyaf	1	glg-30-08010559-n	n	99.0	capitals	------
Abu_Zabi	1	glg-30-09044536-n	n	99.0	dbpedia_ili	------
Abuja	1	glg-30-08974171-n	n	99.0	wnt7-0-noeva-c	------
Abutilon	1	glg-30-12172715-n	n	99.0	galipedia	------
Aby_Warburg	1	glg-30-11373550-n	n	99.0	capitals	------
Ac	1	glg-30-14627655-n	n	99.0	bootstrap	------
Acacia_dealbata	1	glg-30-11757653-n	n	99.0	cies_lex	------
Academia_Militar_dos_Estados_Unidos	1	glg-30-08395465-n	n	99.0	capitals	------
Academia_Naval_dos_Estados_Unidos	1	glg-30-08194074-n	n	99.0	capitals	------
Academia_da_Forza_Aérea_dos_Estados_Unidos	1	glg-30-08194927-n	n	99.0	capitals	------
Acadia	1	glg-30-08821187-n	n	99.0	galipedia	------
Acaia	1	glg-30-08782490-n	n	99.0	galipedia	------
Acapulco	1	glg-30-08742205-n	n	99.0	galipedia	------
Accipitridae	1	glg-30-01605119-n	n	99.0	wnt6dic-0_02	------
Accra	1	glg-30-08946564-n	n	99.0	galipedia	------
Acerbaixán	1	glg-30-09018162-n	n	99.0	galipedia	------
